青流视频,08月30日 11:15,//weibo.com/3502957945/M3pjQDFpc?refer_flag=1001030103_,【“我是消防员，请求参加灭火！”#休假北京消防员奔赴重庆山火扑救一线#】8月26日晚，在重庆家中休假的北京大兴消防员兰书红，作为志愿者为山火扑救运送物资。当晚，他听到要对山火发起总攻的消息，立即申请参与灭火。天亮后，明火全部扑灭，工作24小时的志愿者们放松下来，在外面倒头就睡着了。辛苦了！（北京青年报记者 王雯雯 编辑 常伟琦） L青流视频的微博视频 收起d,blue,0,0,2
坤derder,08月30日 11:15,//weibo.com/7563003087/M3pjG1GTi?refer_flag=1001030103_,#思源驰援重庆山火#予人为乐，与己而乐。我在“思源驰援重庆山火”项目捐款成功！让我与@蔡徐坤全球粉丝后援会 一道成为传递爱与快乐的使者。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0
jessic1019,08月30日 11:15,//weibo.com/7405407375/M3pjBgN2P?refer_flag=1001030103_,#思源驰援重庆山火#我在“思源驰援重庆山火”项目捐款成功！希望我小小的力量和@你眼里有星辰大海xz 一起，在大大的世界里温暖更多人。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0
就爱吃芝士蛋糕,08月30日 11:15,//weibo.com/7570220163/M3pjxe8zK?refer_flag=1001030103_,#思源驰援重庆山火#小善意，大温暖。我在“思源驰援重庆山火”项目捐款成功！和@时代少年团_时空星轨 一起用善举温暖更多心灵！@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,1
与狼共舞55555,08月30日 11:14,//weibo.com/1974480064/M3pjt2G8B?refer_flag=1001030103_,#思源驰援重庆山火#小善意，大温暖。我在“思源驰援重庆山火”项目捐款成功！和@罗一舟全球萝卜粥爱心基地 一起用善举温暖更多心灵！@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0
合肥日报,08月30日 11:14,//weibo.com/2041117703/M3pjq3b0t?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 ?,blue,0,0,0
广州日报,08月30日 11:14,//weibo.com/1887790981/M3pjhv1VX?refer_flag=1001030103_,"【华南理工大学新生李俊亨：在重庆缙云山做救火志愿者，我看到了中国人最美好的品质】近期，在高温炙烤下，重庆发生多起森林火灾。为了尽快扑灭山火，各方专业救援力量、做后勤支持的志愿者们、捐赠物资的一个个普通人迅速集结，在山火与人民群众的生命财产安全之间筑起一座坚固的“长城”。李俊亨，一位重庆本地的华南理工大学艺术学院2022级新生，在面对山火肆虐时选择勇敢地挺身而出，主动加入缙云山山火的救援志愿活动中,以下是他的自述↓↓前段时间，重庆的气温节节高升。炎热的天气，将我封印在了家中，不间断的空调成了每日的必需品。8月中旬，我在网络刷到一条这样的视频：视频中映入眼帘的是重庆的缙云山，然而绿油油的山上却出现刺眼的红光，视频下方配着这样一条字幕：重庆缙云山山火连烧4天………急需招募男性志愿者。我不记得当时看完后的心情了，只记得立马拨通了家人的电话，郑重地说：咱们去支援缙云山吧！次日，我与家人开车一同前往缙云山，途中购买了水与砍刀等物资。我没做过志愿者，但是我非常想要出一份力，于是我主动找到一个正在组织志愿者的负责人。“老师，我是过来支援的志愿者，请问我现在需要做些什么？”他停下指挥，转头对我说：“小师傅，你先在那边登个记，然后听从组织的安排。”不知道等了多久，终于我被安排背着灭火用的水袋上山，十几公斤的水袋，我第一次尝试差点摔倒。铆足劲咬紧牙关，走着刚挖出来的土路，跟着人群往一线走去。山上的路很不好走，尽管挖出了一条新路，但连续爬将近40度的陡坡，沉重的水袋好像随时就可以将我的肩膀压垮。尽管如此，但看到一辆又一辆摩托车从我旁边经过，每个人都在努力，我又怎敢停下？……我感觉自己快走不动的时候，一个很是亲切的声音冲我喊到：“小兄弟，来把东西给我，我继续给你传上去，你在这里休息哈嘛！”那人脸上沾满了灰烬和泥土，可他的声音和笑容却依然清晰，一股暖流涌上心头，我将灭火器递给了他，我对他说：“辛苦了。”他呵呵一笑，回答道：“哪里有啥子辛苦哦，我们现在做的事情不是一样的嘛，都是为了灭火。”我也笑了，说道：“是啊，这就是重庆的崽儿”。经过这次缙云山志愿救火行动，我看到了中国人所具有的团结、互助、善良的美好品质。作为新一代的青年人，我认为我们应该积极投身于社会实践，为社会做出贡献。我也希望以后还能参加这种志愿者活动。O新生李俊亨，好样的！ （广州日报·新花城记者：林霞虹  通讯员：鲍恩） 收起d",blue,9,6,180
双流人社,08月30日 11:14,//weibo.com/2878219254/M3pjg2AeT?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！L央视新闻的微博视频 收起d,blue,0,0,0
大英公安,08月30日 11:13,//weibo.com/2959744111/M3piZrl7E?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# 央视新闻的微博视频 (via：@央视新闻 )@遂宁公安 L大英公安的微博视频 收起d,blue,0,0,0
无锡电视官方微博,08月30日 11:13,//weibo.com/2016841587/M3piRekuC?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 ??? 收起d,blue,0,0,0
湖北消防,08月30日 11:13,//weibo.com/2527687040/M3piP9a86?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 ?,blue,3,5,7
吉林新闻综合广播,08月30日 11:12,//weibo.com/2637031565/M3pipqyH2?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（总台记者高丹丹 王迪 陈杨 牟亮）L央视新闻的微博视频 收起d,blue,0,0,0
珠海市妇联,08月30日 11:12,//weibo.com/2730729870/M3pii3ufm?refer_flag=1001030103_,#最美巾帼奋斗者# 【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 收起d,blue,0,0,0
鞍山共青团,08月30日 11:11,//weibo.com/2470643017/M3pi51cfe?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（总台记者高丹丹 王迪 陈杨 牟亮）L央视新闻的微博视频 收起d,blue,0,0,0
内江交警二大队,08月30日 11:11,//weibo.com/5316353157/M3pi1g9tP?refer_flag=1001030103_,【#陕西直升机飞赴重庆参与山火扑救#】8月25日，根据应急管理部北方航空护林总站调度指令，陕西省应急管理厅迅速安排部署，省应急救援与航空护林中心出动直升机飞赴重庆森林火灾现场，支援重庆市开展空中灭火救援工作。（华商报记者 佘欣 实习编辑 雷伟文）L大风视频的微博视频 ?,blue,0,0,1
信阳消防,08月30日 11:11,//weibo.com/1097571394/M3phZ8LE9?refer_flag=1001030103_,【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！L央视新闻的微博视频 ?,blue,0,0,0
开屏动新闻,08月30日 11:10,//weibo.com/2640662852/M3phQfICy?refer_flag=1001030103_,【#重庆防火长城摄影师说现场更震撼# 】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（央视新闻）L央视新闻的微博视频 ?,blue,0,0,0
春城晚报,08月30日 11:10,//weibo.com/1699258907/M3phOcKKr?refer_flag=1001030103_,【#重庆防火长城摄影师说现场更震撼# 】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（央视新闻）L央视新闻的微博视频 ?,blue,1,0,4
·菲养乐多雪·,08月30日 11:10,//weibo.com/7640474746/M3phNyUgu?refer_flag=1001030103_,#思源驰援重庆山火#我在“思源驰援重庆山火”项目捐款成功！希望我小小的力量和@墨雪不沾衣服 一起，在大大的世界里温暖更多人。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0
平安通川,08月30日 11:10,//weibo.com/3226789854/M3phK4Awn?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,0,0,0
IMBA_呵呵,08月30日 11:10,//weibo.com/7007706165/M3phGxPIq?refer_flag=1001030103_,#重庆山火中的凡人凡心#致敬人民子弟兵，致敬最可爱的人！ ?,yellow,0,0,0
雪纳瑞睡醒,08月30日 11:10,//weibo.com/6071733769/M3phtvxab?refer_flag=1001030103_,#思源驰援重庆山火#予人为乐，与己而乐。我在“思源驰援重庆山火”项目捐款成功！让我与@蔡徐坤全球粉丝后援会 一道成为传递爱与快乐的使者。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0
绥棱检察,08月30日 11:09,//weibo.com/5586744080/M3phj8Xce?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！  人民日报的微博视频 ???L人民日报的微博视频 收起d,blue,0,1,0
洪持之,08月30日 11:09,//weibo.com/5103562496/M3ph4DY4f?refer_flag=1001030103_,众志成城：万众一心，像坚固的城堡一样不可摧毁。比喻大家团结，力量就无比强大。2022年酷暑，男女老少齐上阵，消灭山火所表现的众志成城，成就了重庆的城市形象。 ?,yellow,0,0,0
安徽团省委,08月30日 11:08,//weibo.com/7532796319/M3ph3bxWs?refer_flag=1001030103_,【友谊长存！这份“折耳根”情谊】夹道送别、硬核投喂、敬礼致意……这火辣辣的热情，让人“笑着笑着就感动了”。扑灭山火，英勇无畏不惜力；感佩英雄，愿倾所有献真心。这是温暖的相遇，也是美好的相拥，有这样的双向奔赴，有什么困难不能跨越？#云南森林消防回应重庆热心市民##皖团有话说# （齐鲁晚报） L安徽团省委的微博视频 收起d,blue,6,4,14
